id,Taste,Canonical SMILES,Canonicalized Taste Intermediary,Canonicalized Taste,Canonicalized SMILES,Source,Original Labels
PMTDB00403,pungent (flavor),CC1=CCC(CC1=O)C(=C)C,undefined,undefined,C=C(C)C1CC=C(C)C(=O)C1,phytocompounds_db,pungent (flavor)
PMTDB00404,pungent; bitter,CC1=CCC(CC1=O)C(C)C,bitter,bitter,CC1=CCC(C(C)C)CC1=O,phytocompounds_db,pungent; bitter
PMTDB00405,bitter,CC1C(CC2(C(C1(CC(C3=COC=C3)O)C=O)CCC(C2(C)O)O)C)OC(=O)C,bitter,bitter,CC(=O)OC1CC2(C)C(CCC(O)C2(C)O)C(C=O)(CC(O)c2ccoc2)C1C,phytocompounds_db,bitter
PMTDB00406,bitter,CC1C2C(CCC1=CC(=O)OCCN(C)C)C3(CCC(C(C3CC2=O)(C)C)O)C,bitter,bitter,CC1C(=CC(=O)OCCN(C)C)CCC2C1C(=O)CC1C(C)(C)C(O)CCC21C,phytocompounds_db,bitter
PMTDB00407,bitter (insufficient evidence),CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2(C4C(C(C(C(O4)CO)O)O)O)O)C=CC=C3O,bitter,bitter,Cc1cc(O)c2c(c1)C(O)(C1OC(CO)C(O)C(O)C1O)c1cccc(O)c1C2=O,phytocompounds_db,bitter (insufficient evidence)
PMTDB00408,astringent; bitter,C1C2C(C3C4C(C5=C(C(=C(C(=C5C(=O)O4)C6=C(C(=C(C(=C6C(=O)O3)C7=C(C(=C(C=C7C(=O)O2)O)O)O)O)O)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8C9=C(C(=C(C=C9C(=O)O1)O)O)O)O)O)O,bitter,bitter,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1O,phytocompounds_db,astringent; bitter
PMTDB00409,bitter,CC1CC(C(C2(C1CC3C4(C2C(=O)C(=C(C4CC(=O)O3)C)O)C)C)O)O,bitter,bitter,CC1=C(O)C(=O)C2C3(C)C(CC4C(C)CC(O)C(O)C42C)OC(=O)CC13,phytocompounds_db,bitter
PMTDB00410,bitter,CC1C2CC(=O)OC3C24COC(C1O)(C4C5(C(C3)C(=CC(C5O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O,bitter,bitter,CC1=CC(OC2OC(CO)C(O)C(O)C2O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C4(O)OCC13C42,phytocompounds_db,bitter
PMTDB00411,bitter,CC1C2C(C(=O)OC3C24COC(C1O)(C4C5(C(C3)C(=CC(C5O)OC6C(C(C(C(O6)CO)O)O)O)C)C)O)O,bitter,bitter,CC1=CC(OC2OC(CO)C(O)C(O)C2O)C(O)C2(C)C1CC1OC(=O)C(O)C3C(C)C(O)C4(O)OCC13C42,phytocompounds_db,bitter
PMTDB00412,bitter,[H]C12C3(OC4OC(CO)C(O)C(O)C4O)OCC11C([H])(CC4=C(C)CC(O)C(O)C24C)OC(=O)CC1([H])C(C)C3O,bitter,bitter,CC1=C2CC3OC(=O)CC4C(C)C(O)C5(OC6OC(CO)C(O)C(O)C6O)OCC34C5C2(C)C(O)C(O)C1,phytocompounds_db,bitter
PMTDB00413,bitter,C1=COC(C2C1C(C3C2(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O,bitter,bitter,OCC1OC(OC2OC=CC3C(O)C4OC4(CO)C23)C(O)C(O)C1O,phytocompounds_db,bitter
PMTDB00414,"bitter, astringent, sweet aftertaste",C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,sweet,sweet,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,phytocompounds_db,"bitter, astringent, sweet aftertaste"
PMTDB00414,"bitter, astringent, sweet aftertaste",C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,bitter,bitter,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,phytocompounds_db,"bitter, astringent, sweet aftertaste"
PMTDB00415,astringent,C1C(C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)OC(=O)C4=CC(=C(C(=C4)O)O)O,undefined,undefined,O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,phytocompounds_db,astringent
PMTDB00416,"bitter, sweet",C1=CC=C(C(=C1)O)O,sweet,sweet,Oc1ccccc1O,phytocompounds_db,"bitter, sweet"
PMTDB00416,"bitter, sweet",C1=CC=C(C(=C1)O)O,bitter,bitter,Oc1ccccc1O,phytocompounds_db,"bitter, sweet"
PMTDB00417,bitter,CC(C(C1=CC=CC=C1)O)N,bitter,bitter,CC(N)C(O)c1ccccc1,phytocompounds_db,bitter
PMTDB00418,bitter,CC(C(=O)C1=CC=CC=C1)N,bitter,bitter,CC(N)C(=O)c1ccccc1,phytocompounds_db,bitter
PMTDB00419,bitter,CC1=C2CCC3C4(CC(C(C4(CC(=O)C3(C2=CC(=C1O)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)(C(=O)CCC(C)(C)OC(=O)C)O)O)C,bitter,bitter,CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3CCc4c(cc(OC5OC(CO)C(O)C(O)C5O)c(O)c4C)C3(C)C(=O)CC12C,phytocompounds_db,bitter
PMTDB00420,bitter; non-sweet,[H]C12C=CC3=C(C)C(O)=C(OC4OC(CO)C(O)C(O)C4O)C=C3C1(C)C(=O)CC1(C)C(C(O)CC21C)C(C)(O)C(=O)CCC(C)(C)OC(C)=O,sweet,sweet,CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3C=Cc4c(cc(OC5OC(CO)C(O)C(O)C5O)c(O)c4C)C3(C)C(=O)CC12C,phytocompounds_db,bitter; non-sweet
PMTDB00420,bitter; non-sweet,[H]C12C=CC3=C(C)C(O)=C(OC4OC(CO)C(O)C(O)C4O)C=C3C1(C)C(=O)CC1(C)C(C(O)CC21C)C(C)(O)C(=O)CCC(C)(C)OC(C)=O,bitter,bitter,CC(=O)OC(C)(C)CCC(=O)C(C)(O)C1C(O)CC2(C)C3C=Cc4c(cc(OC5OC(CO)C(O)C(O)C5O)c(O)c4C)C3(C)C(=O)CC12C,phytocompounds_db,bitter; non-sweet
PMTDB00421,bitter,CC1=C2CCC3C4(CC(C(C4(CC(=O)C3(C2=CC(=C1O)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)(C(C=CC(=C)C)O)O)O)C,bitter,bitter,C=C(C)C=CC(O)C(C)(O)C1C(O)CC2(C)C3CCc4c(cc(OC5OC(CO)C(O)C(O)C5O)c(O)c4C)C3(C)C(=O)CC12C,phytocompounds_db,bitter
PMTDB00422,bitter,[H]C12C=CC3=C(C)C(O)=C(OC4OC(CO)C(O)C(O)C4O)C=C3C1(C)C(=O)CC1(C)C(C(O)CC21C)C(C)(O)C(=O)\C=C\C(C)=C,bitter,bitter,C=C(C)/C=C/C(=O)C(C)(O)C1C(O)CC2(C)C3C=Cc4c(cc(OC5OC(CO)C(O)C(O)C5O)c(O)c4C)C3(C)C(=O)CC12C,phytocompounds_db,bitter
PMTDB00423,bitter,CC1=C2CCC3C4(CC(C(C4(CC(=O)C3(C2=CC(=C1O)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)(C(=O)CCC(C)(C)O)O)O)C,bitter,bitter,Cc1c(O)c(OC2OC(CO)C(O)C(O)C2O)cc2c1CCC1C2(C)C(=O)CC2(C)C(C(C)(O)C(=O)CCC(C)(C)O)C(O)CC12C,phytocompounds_db,bitter
PMTDB00424,bitter,CC1=C2C=CC3C4(CC(C(C4(CC(=O)C3(C2=CC(=C1O)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)(C(=O)CCC(C)(C)O)O)O)C,bitter,bitter,Cc1c(O)c(OC2OC(CO)C(O)C(O)C2O)cc2c1C=CC1C2(C)C(=O)CC2(C)C(C(C)(O)C(=O)CCC(C)(C)O)C(O)CC12C,phytocompounds_db,bitter
PMTDB00425,bitter,CC1=C2CCC3C4(CC(C(C4(CC(=O)C3(C2=CC(=C1O)OC5C(C(C(C(O5)CO)O)O)O)C)C)C(C)(C(C=CC(C)(C)O)O)O)O)C,bitter,bitter,Cc1c(O)c(OC2OC(CO)C(O)C(O)C2O)cc2c1CCC1C2(C)C(=O)CC2(C)C(C(C)(O)C(O)C=CC(C)(C)O)C(O)CC12C,phytocompounds_db,bitter
PMTDB00426,bitter,CC1=C(C2=C(C=C1O)OC(C(C2=O)O)C3=CC(=C(C(=C3)O)O)O)O,bitter,bitter,Cc1c(O)cc2c(c1O)C(=O)C(O)C(c1cc(O)c(O)c(O)c1)O2,phytocompounds_db,bitter
PMTDB00427,sweet,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,sweet,sweet,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,phytocompounds_db,sweet
PMTDB00428,bitter,CCC1CN2CCC3=CC(=C(C=C3C2CC1CC4C5=CC(=C(C=C5CCN4)O)OC)OC)OC,bitter,bitter,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1NCCc2cc(O)c(OC)cc21,phytocompounds_db,bitter
PMTDB00429,bitter (insufficient evidence); pungent (burning) (insufficient evidence),CC1C(C(C(C(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)OC(=O)C)OC)O,bitter,bitter,COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)CCC43O)C2)C1OC(C)=O,phytocompounds_db,bitter (insufficient evidence); pungent (burning) (insufficient evidence)
PMTDB00430,bitter,CCOCC1=C(C(=C(C2=C1OC(=O)C3=C(O2)C(=C(C=C3C)O)C=O)C)C(=O)O)O,bitter,bitter,CCOCc1c(O)c(C(=O)O)c(C)c2c1OC(=O)c1c(C)cc(O)c(C=O)c1O2,phytocompounds_db,bitter
PMTDB00431,bitter,C1=CC=C(C=C1)C=CC(=O)C2=CC=CC=C2,bitter,bitter,O=C(C=Cc1ccccc1)c1ccccc1,phytocompounds_db,bitter
PMTDB00432,bitter,CC1C2CC(=O)OC3C24COC(C1O)(C4C5(C(C3)C(=CC(C5O)O)C)C)O,bitter,bitter,CC1=CC(O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C4(O)OCC13C42,phytocompounds_db,bitter
PMTDB00433,bitter,CC1C2CC(=O)OC3C24COC(C1O)(C4C5(C(C3)C(=CC(=O)C5O)C)C)O,bitter,bitter,CC1=CC(=O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C4(O)OCC13C42,phytocompounds_db,bitter
PMTDB00434,bitter,CC1CC(C(C2(C1CC3C4(C2C(=O)C(C(C4CC(=O)O3)C)O)C)C)O)O,bitter,bitter,CC1CC(O)C(O)C2(C)C1CC1OC(=O)CC3C(C)C(O)C(=O)C2C13C,phytocompounds_db,bitter
PMTDB00435,bitter,CC12CCC3C(=O)OC(CC3(C1C4C5C(C2(C(=O)O4)O)O5)C)C6=COC=C6,bitter,bitter,CC12CC(c3ccoc3)OC(=O)C1CCC1(C)C2C2OC(=O)C1(O)C1OC21,phytocompounds_db,bitter
PMTDB00436,pungent,C1CCN(CC1)C(=O)C=CC=CC2=CC3=C(C=C2)OCO3,undefined,undefined,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,phytocompounds_db,pungent
PMTDB00437,phenolic,C=CCC1=CC=C(C=C1)O,undefined,undefined,C=CCc1ccc(O)cc1,phytocompounds_db,phenolic
PMTDB00438,bitter,C[N+]1=C2C(=C3C=CC(=C(C3=C1)OC)OC)C=CC4=CC5=C(C=C42)OCO5,bitter,bitter,COc1ccc2c(c[n+](C)c3c4cc5c(cc4ccc23)OCO5)c1OC,phytocompounds_db,bitter
PMTDB00439,bitter,CN1CC2=C(C=CC3=C2OCO3)C4C1C5=CC6=C(C=C5CC4O)OCO6,bitter,bitter,CN1Cc2c(ccc3c2OCO3)C2C(O)Cc3cc4c(cc3C21)OCO4,phytocompounds_db,bitter
PMTDB00440,bitter,C1=CC(=O)OC2=CC(=C(C=C21)O)OC3C(C(C(C(O3)CO)O)O)O,bitter,bitter,O=c1ccc2cc(O)c(OC3OC(CO)C(O)C(O)C3O)cc2o1,phytocompounds_db,bitter
PMTDB00441,pungent (irritating) _qwyx Sweet,CC(C)CNC(=O)C=CC=CCCC1=CC2=C(C=C1)OCO2,undefined,undefined,CC(C)CNC(=O)C=CC=CCCc1ccc2c(c1)OCO2,phytocompounds_db,pungent (irritating) _qwyx Sweet
PMTDB00442,bitter; astringent; sour,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,bitter,bitter,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,phytocompounds_db,bitter; astringent; sour
PMTDB00442,bitter; astringent; sour,C1C(C(C(CC1(C(=O)O)O)OC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,sour,sour,O=C(C=Cc1ccc(O)c(O)c1)OC1CC(O)(C(=O)O)CC(O)C1O,phytocompounds_db,bitter; astringent; sour
PMTDB00443,bitter,C[N+](C)(C)CCO,bitter,bitter,C[N+](C)(C)CCO,phytocompounds_db,bitter
PMTDB00444,bitter,CC(C1CCC2C1(CCC3C2CCC4C3(CCC(C4)N)C)C)N(C)C,bitter,bitter,CC(C1CCC2C3CCC4CC(N)CCC4(C)C3CCC21C)N(C)C,phytocompounds_db,bitter
PMTDB00445,bitter,C1=C(C2=C(C(=C1[N+](=O)[O-])O)C(=O)C3=C(C2=O)C(=CC(=C3O)[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],bitter,bitter,O=C1c2c([N+](=O)[O-])cc([N+](=O)[O-])c(O)c2C(=O)c2c(O)c([N+](=O)[O-])cc([N+](=O)[O-])c21,phytocompounds_db,bitter
PMTDB00446,bitter,CC1(CCC2C(C3C14C(O4)C5C3(O5)C)OC(=O)C2=C)O,bitter,bitter,C=C1C(=O)OC2C1CCC(C)(O)C13OC1C1OC1(C)C23,phytocompounds_db,bitter
PMTDB00447,bitter,CC1(CCC2C(C3C14C(O4)C5C3(O5)C)OC(=O)C2=C)O,bitter,bitter,C=C1C(=O)OC2C1CCC(C)(O)C13OC1C1OC1(C)C23,phytocompounds_db,bitter
PMTDB00448,bitter,C1=CC=C(C=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O,bitter,bitter,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,phytocompounds_db,bitter
PMTDB00449,bitter,COC1=C(C=CC(=C1)C2=CC(=O)C3=C(C=C(C=C3O2)O)O)O,bitter,bitter,COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,phytocompounds_db,bitter
PMTDB00450,bitter,CC1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,bitter,bitter,Cc1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O,phytocompounds_db,bitter
PMTDB00451,bitter,CC1C2C(CC(=C3C(C2OC1=O)C(=CC3=O)COC4C(C(C(C(O4)CO)O)O)O)C)O,bitter,bitter,CC1=C2C(=O)C=C(COC3OC(CO)C(O)C(O)C3O)C2C2OC(=O)C(C)C2C(O)C1,phytocompounds_db,bitter
PMTDB00452,bitter,CC(C)(C1CC2=C(O1)C=C3C(=C2OC)C(=O)C=C(O3)CO)O,bitter,bitter,COc1c2c(cc3oc(CO)cc(=O)c13)OC(C(C)(C)O)C2,phytocompounds_db,bitter
PMTDB00453,bitter,C=CC1CN2CCC1CC2C3=C(C4=CC=CC=C4N3)CCO,bitter,bitter,C=CC1CN2CCC1CC2c1[nH]c2ccccc2c1CCO,phytocompounds_db,bitter
PMTDB00454,bitter,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,bitter,bitter,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,phytocompounds_db,bitter
PMTDB00455,bitter,C=CC1CN2CCC1CC2C(C3=CC=NC4=CC=CC=C34)O,bitter,bitter,C=CC1CN2CCC1CC2C(O)c1ccnc2ccccc12,phytocompounds_db,bitter
PMTDB00456,bitter,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)O,bitter,bitter,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,phytocompounds_db,bitter
PMTDB00457,pungent; bitter; sweet;,C1=CC=C(C=C1)C=CC=O,sweet,sweet,O=CC=Cc1ccccc1,phytocompounds_db,pungent; bitter; sweet;
PMTDB00457,pungent; bitter; sweet;,C1=CC=C(C=C1)C=CC=O,bitter,bitter,O=CC=Cc1ccccc1,phytocompounds_db,pungent; bitter; sweet;
PMTDB00458,pungent,CC(=O)OC1C=C(C(C2(C1C(CCC2)(C)C)C)(C=O)O)C=O,undefined,undefined,CC(=O)OC1C=C(C=O)C(O)(C=O)C2(C)CCCC(C)(C)C12,phytocompounds_db,pungent
PMTDB00459,bitter; astringent;,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC(=C4C5C(C(OC6=C(C(=CC(=C56)O)O)C7C(C(OC8=CC(=CC(=C78)O)O)C9=CC(=C(C=C9)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,bitter,bitter,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,phytocompounds_db,bitter; astringent;
PMTDB00460,sweet,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC5=C4C6C(C(O5)(OC7=CC(=CC(=C67)O)O)C8=CC(=C(C=C8)O)O)O)O)C9=CC(=C(C=C9)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,sweet,sweet,Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,phytocompounds_db,sweet
PMTDB00461,sweet,C1C(C(OC2=C1C(=CC(=C2C3C(C(OC4=C3C(=CC5=C4C6C(C(O5)(OC7=CC(=CC(=C67)O)O)C8=CC(=C(C=C8)O)O)O)O)C9=CC(=C(C=C9)O)O)O)O)O)C1=CC(=C(C=C1)O)O)O,sweet,sweet,Oc1cc(O)c2c(c1)OC1(c3ccc(O)c(O)c3)Oc3cc(O)c4c(c3C2C1O)OC(c1ccc(O)c(O)c1)C(O)C4c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,phytocompounds_db,sweet
PMTDB00462,pungent,C1=CC=C(C=C1)C=CCOC(=O)C=CC2=CC=CC=C2,undefined,undefined,O=C(C=Cc1ccccc1)OCC=Cc1ccccc1,phytocompounds_db,pungent
PMTDB00463,sour; astringent,C(C(=CC(=O)O)C(=O)O)C(=O)O,sour,sour,O=C(O)C=C(CC(=O)O)C(=O)O,phytocompounds_db,sour; astringent
PMTDB00464,bitter,O=C(/C=C/C(C)C)[C@]1(O)C(O)=C(C(=O)C1CC=C(/C)C)C(=O)C(C)CC,bitter,bitter,CCC(C)C(=O)C1=C(O)[C@@](O)(C(=O)/C=C/C(C)C)C(CC=C(C)C)C1=O,phytocompounds_db,bitter
PMTDB00465,bitter; astringent; pungent,CC(C)CNC(=O)\C=C/C1=CC2=C(OCO2)C=C1,bitter,bitter,CC(C)CNC(=O)/C=C\c1ccc2c(c1)OCO2,phytocompounds_db,bitter; astringent; pungent
PMTDB00466,pungent,CCCCCC=CC=CC(=O)NCC(C)C,undefined,undefined,CCCCCC=CC=CC(=O)NCC(C)C,phytocompounds_db,pungent
PMTDB00467,pungent,COC1=CC=C(CCNC(=O)\C=C/C2=CC=C(OC)C(OC)=C2)C=C1OC,undefined,undefined,COc1ccc(/C=C\C(=O)NCCc2ccc(OC)c(OC)c2)cc1OC,phytocompounds_db,pungent
PMTDB00468,bitter (insufficient evidence),CC(=CC(=O)O)C(=O)O,bitter,bitter,CC(=CC(=O)O)C(=O)O,phytocompounds_db,bitter (insufficient evidence)
PMTDB00469,"bitter, sweet",CC(=CCCC(=CC=O)C)C,sweet,sweet,CC(C)=CCCC(C)=CC=O,phytocompounds_db,"bitter, sweet"
PMTDB00469,"bitter, sweet",CC(=CCCC(=CC=O)C)C,bitter,bitter,CC(C)=CCCC(C)=CC=O,phytocompounds_db,"bitter, sweet"
PMTDB00470,"sour, astringent",C(C(=O)O)C(CC(=O)O)(C(=O)O)O,sour,sour,O=C(O)CC(O)(CC(=O)O)C(=O)O,phytocompounds_db,"sour, astringent"
PMTDB00471,pungent; sweet,CC(CCC=C(C)C)CCOC(=O)C,sweet,sweet,CC(=O)OCCC(C)CCC=C(C)C,phytocompounds_db,pungent; sweet
PMTDB00472,bitter (insufficient evidence) > astringent (insufficient evidence),C(CC(C(=O)O)N)CNC(=O)N,bitter,bitter,NC(=O)NCCCC(N)C(=O)O,phytocompounds_db,bitter (insufficient evidence) > astringent (insufficient evidence)
PMTDB00473,bitter,CCC(C)(C(=O)OC1C(CC2C(C(=CC(C2(C13CO3)COC(=O)C)OC(=O)C)C)(C)C4CC5C=COC5O4)O)OC(=O)C,bitter,bitter,CCC(C)(OC(C)=O)C(=O)OC1C(O)CC2C(C)(C3CC4C=COC4O3)C(C)=CC(OC(C)=O)C2(COC(C)=O)C12CO2,phytocompounds_db,bitter
PMTDB00474,bitter,CCC(C)(C(=O)OC1C(CC2C(C(CC(C2(C13CO3)COC(=O)C)OC(=O)C)C)(C)C4CC5C=COC5O4)O)OC(=O)C,bitter,bitter,CCC(C)(OC(C)=O)C(=O)OC1C(O)CC2C(C)(C3CC4C=COC4O3)C(C)CC(OC(C)=O)C2(COC(C)=O)C12CO2,phytocompounds_db,bitter
PMTDB00475,bitter,CC1CC(C2(C(C1(C)C3CC4C=COC4O3)CCCC25CO5)COC(=O)C)OC(=O)C,bitter,bitter,CC(=O)OCC12C(OC(C)=O)CC(C)C(C)(C3CC4C=COC4O3)C1CCCC21CO1,phytocompounds_db,bitter
PMTDB00476,astringent;,C1=CC(=C(C=C1CC(C(=O)O)NC(=O)C=CC2=CC(=C(C=C2)O)O)O)O,undefined,undefined,O=C(C=Cc1ccc(O)c(O)c1)NC(Cc1ccc(O)c(O)c1)C(=O)O,phytocompounds_db,astringent;
PMTDB00477,bitter,CC1(C(C2(C(O1)CC(=O)O2)C)CC(=O)CC3=CCCC45C3(C4)C(=O)OC5C6=COC=C6)C,bitter,bitter,CC1(C)OC2CC(=O)OC2(C)C1CC(=O)CC1=CCCC23CC12C(=O)OC3c1ccoc1,phytocompounds_db,bitter
PMTDB00478,bitter,[H]C1C(C2(C)OC(=O)C=C2)C2(OC1(C)C)OOC1([H])CCC34CC3(C(=O)OC4([H])C3=COC=C3)C1=C2,bitter,bitter,CC1(C)CC(C2(C)C=CC(=O)O2)C2(C=C3C(CCC45CC34C(=O)OC5c3ccoc3)OO2)O1,phytocompounds_db,bitter
PMTDB00479,bitter,[H]C1C(C2(C)OC(=O)C=C2)C2(OC1(C)C)OOC1([H])CCC34CC3(C(=O)OC4([H])C3=COC=C3)C1=C2,bitter,bitter,CC1(C)CC(C2(C)C=CC(=O)O2)C2(C=C3C(CCC45CC34C(=O)OC5c3ccoc3)OO2)O1,phytocompounds_db,bitter
PMTDB00480,bitter,CC1(C(C(C=CC(=O)O1)(C)C2CCC3(C(OC(=O)CC3(C2=C)O)C4=COC=C4)C)CC(=O)OC)C,bitter,bitter,C=C1C(C2(C)C=CC(=O)OC(C)(C)C2CC(=O)OC)CCC2(C)C(c3ccoc3)OC(=O)CC12O,phytocompounds_db,bitter
PMTDB00481,bitter,CC1=CCCC(=CC2C(C(C1)OC(=O)C(=C)C(CO)O)C(=C)C(=O)O2)CO,bitter,bitter,C=C(C(=O)OC1CC(C)=CCCC(CO)=CC2OC(=O)C(=C)C21)C(O)CO,phytocompounds_db,bitter
PMTDB00482,bitter,CN1C2CCC1C(C(C2)OC(=O)C3=CC=CC=C3)C(=O)OC,bitter,bitter,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,phytocompounds_db,bitter
PMTDB00483,bitter,CN1C2CCC1C(C(C2)OC(=O)C3C(C(C3C4=CC=CC=C4)C(=O)OC5CC6CCC(C5C(=O)OC)N6C)C7=CC=CC=C7)C(=O)OC,bitter,bitter,COC(=O)C1C(OC(=O)C2C(c3ccccc3)C(C(=O)OC3CC4CCC(C3C(=O)OC)N4C)C2c2ccccc2)CC2CCC1N2C,phytocompounds_db,bitter
PMTDB00484,bitter,CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(C=C4)O,bitter,bitter,COc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341,phytocompounds_db,bitter
PMTDB00485,bitter,CC(C)C(=O)C1C(=O)C(=O)C(C1=O)(CC=C(C)C)CC=C(C)C,bitter,bitter,CC(C)=CCC1(CC=C(C)C)C(=O)C(=O)C(C(=O)C(C)C)C1=O,phytocompounds_db,bitter
PMTDB00486,bitter,CC(C)C(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)O)O)CC=C(C)C)O,bitter,bitter,CC(C)=CCC1=C(O)C(O)(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C1O,phytocompounds_db,bitter
PMTDB00487,bitter,CC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,bitter,bitter,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1C(NC(C)=O)CC2,phytocompounds_db,bitter
PMTDB00488,bitter,COC1=CC2=C(C=C1)N3C4C25CCN6C5CC7C4C(CC3=O)OCC=C7C6,bitter,bitter,COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,phytocompounds_db,bitter
PMTDB00489,bitter (electronic tongue),COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)O)OC,bitter,bitter,COc1cc2c(cc1O)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,phytocompounds_db,bitter (electronic tongue)
PMTDB00490,bitter,CC12CCC3C(=O)OC(CC3(C1C4C=CC2(C(=O)O4)O)C)C5=COC=C5,bitter,bitter,CC12CC(c3ccoc3)OC(=O)C1CCC1(C)C2C2C=CC1(O)C(=O)O2,phytocompounds_db,bitter
PMTDB00491,bitter,CC(C)C(=O)C1=C(C(=C(C(C1=O)(CC=C(C)C)CC=C(C)C)O)CC=C(C)C)O,bitter,bitter,CC(C)=CCC1=C(O)C(CC=C(C)C)(CC=C(C)C)C(=O)C(C(=O)C(C)C)=C1O,phytocompounds_db,bitter
